Id,COW,SCHL,MAR,OCCP,POBP,WKHP,SEX,RAC1P,MIG,HICOV,LANP,PAOC,PINCP,PUBCOV,VPS,DEAR,MIL,MIGSP,FER,ENG,JWAP,JWDP,OC,FDEYEP
121567,1.0,20.0,1.0,3421.0,6.0,40.0,2.0,8.0,1.0,1.0,1200.0,2.0,64000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,112.0,67.0,0.0,0.0
121568,1.0,1.0,1.0,9141.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,18500.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,65.0,25.0,0.0,0.0
121569,2.0,22.0,1.0,51.0,27.0,50.0,2.0,9.0,1.0,1.0,0.0,3.0,247000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,91.0,43.0,0.0,0.0
121570,1.0,19.0,2.0,5240.0,6.0,40.0,2.0,9.0,1.0,1.0,1200.0,2.0,134000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,92.0,49.0,0.0,0.0
121571,1.0,21.0,1.0,51.0,26.0,40.0,1.0,6.0,1.0,1.0,0.0,0.0,150000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,102.0,49.0,0.0,0.0
121572,1.0,19.0,5.0,4110.0,6.0,30.0,2.0,1.0,3.0,1.0,0.0,4.0,50000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,195.0,115.0,0.0,0.0
121573,1.0,16.0,5.0,4120.0,6.0,30.0,2.0,9.0,3.0,2.0,0.0,4.0,30000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,117.0,77.0,0.0,0.0
121574,3.0,12.0,1.0,3602.0,303.0,26.0,2.0,9.0,1.0,2.0,1200.0,2.0,18000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,117.0,76.0,0.0,0.0
121575,2.0,16.0,5.0,5400.0,6.0,30.0,2.0,8.0,1.0,2.0,0.0,4.0,17000.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,66.0,19.0,0.0,0.0
121576,1.0,15.0,1.0,9130.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,21800.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,106.0,61.0,0.0,0.0
121577,2.0,1.0,5.0,9600.0,313.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,40600.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,83.0,43.0,0.0,0.0
121578,1.0,19.0,5.0,4160.0,12.0,40.0,2.0,9.0,3.0,1.0,1200.0,4.0,82000.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,110.0,67.0,0.0,0.0
121579,1.0,11.0,1.0,8950.0,303.0,36.0,1.0,9.0,1.0,1.0,1200.0,0.0,30000.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,91.0,43.0,0.0,0.0
121580,1.0,16.0,5.0,6260.0,303.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,28000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,70.0,25.0,0.0,0.0
121581,1.0,23.0,1.0,3050.0,6.0,24.0,2.0,1.0,1.0,1.0,0.0,4.0,88000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,37.0,0.0,0.0
121582,1.0,16.0,1.0,5810.0,303.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,3000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,92.0,51.0,0.0,1.0
121583,1.0,18.0,1.0,8710.0,6.0,15.0,2.0,1.0,1.0,1.0,0.0,4.0,6300.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,100.0,55.0,0.0,1.0
121584,1.0,16.0,3.0,2360.0,6.0,20.0,2.0,1.0,1.0,1.0,0.0,4.0,12000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,94.0,43.0,0.0,1.0
121585,1.0,19.0,5.0,4760.0,49.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,61000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,86.0,45.0,0.0,0.0
121586,1.0,20.0,5.0,4400.0,6.0,21.0,1.0,9.0,1.0,1.0,0.0,0.0,26600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,115.0,67.0,0.0,0.0
121587,1.0,17.0,5.0,4720.0,303.0,25.0,1.0,8.0,1.0,2.0,1200.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,63.0,19.0,0.0,0.0
121588,1.0,19.0,3.0,4850.0,303.0,40.0,2.0,9.0,1.0,1.0,1200.0,2.0,39000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,72.0,31.0,0.0,0.0
121589,7.0,17.0,1.0,10.0,36.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,180000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,63.0,19.0,0.0,1.0
121590,1.0,19.0,1.0,3322.0,6.0,30.0,2.0,1.0,1.0,1.0,0.0,4.0,97600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,91.0,49.0,0.0,0.0
121591,1.0,20.0,1.0,5110.0,303.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,25000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,92.0,47.0,0.0,0.0
121592,1.0,21.0,1.0,1065.0,13.0,60.0,1.0,9.0,1.0,1.0,0.0,0.0,120000.0,2.0,12.0,2.0,2.0,0.0,0.0,0.0,111.0,67.0,0.0,0.0
121593,6.0,1.0,5.0,7420.0,312.0,40.0,1.0,8.0,1.0,1.0,0.0,0.0,21600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,81.0,34.0,0.0,0.0
121594,1.0,21.0,5.0,4850.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,70000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,104.0,64.0,0.0,0.0
121595,1.0,18.0,1.0,4461.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,55000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,86.0,43.0,0.0,0.0
121596,5.0,16.0,1.0,7750.0,6.0,40.0,2.0,8.0,1.0,1.0,0.0,1.0,35000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,121.0,79.0,0.0,0.0
121597,1.0,22.0,3.0,1530.0,8.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,110000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,106.0,67.0,0.0,0.0
121598,4.0,21.0,1.0,5000.0,6.0,40.0,2.0,6.0,1.0,1.0,2575.0,4.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,106.0,55.0,0.0,0.0
121599,1.0,21.0,1.0,1410.0,29.0,45.0,1.0,1.0,1.0,1.0,0.0,0.0,112000.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,78.0,37.0,0.0,0.0
121600,3.0,22.0,1.0,2320.0,6.0,50.0,2.0,1.0,1.0,1.0,0.0,4.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,84.0,43.0,0.0,0.0
121601,1.0,19.0,5.0,8140.0,18.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,8000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,78.0,37.0,0.0,0.0
121602,1.0,9.0,1.0,4020.0,233.0,40.0,2.0,6.0,3.0,1.0,2950.0,4.0,23000.0,1.0,0.0,2.0,4.0,6.0,0.0,3.0,177.0,106.0,0.0,0.0
121603,3.0,20.0,1.0,230.0,46.0,37.0,2.0,9.0,1.0,1.0,0.0,4.0,41600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,82.0,40.0,0.0,0.0
121604,3.0,21.0,5.0,2330.0,6.0,40.0,2.0,1.0,3.0,1.0,0.0,4.0,38000.0,2.0,0.0,2.0,4.0,4.0,2.0,0.0,93.0,53.0,0.0,0.0
121605,7.0,19.0,3.0,710.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,36000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,110.0,67.0,0.0,0.0
121606,1.0,12.0,5.0,4720.0,312.0,24.0,2.0,8.0,1.0,1.0,1200.0,2.0,23000.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,88.0,43.0,0.0,0.0
121607,2.0,23.0,5.0,5940.0,312.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,75000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,106.0,65.0,0.0,1.0
121608,1.0,21.0,1.0,5360.0,34.0,45.0,1.0,2.0,1.0,1.0,0.0,0.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,95.0,49.0,0.0,0.0
121609,1.0,18.0,1.0,4020.0,6.0,60.0,2.0,1.0,1.0,2.0,0.0,4.0,25000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,98.0,55.0,0.0,0.0
121610,1.0,6.0,1.0,6260.0,303.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,52000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,76.0,31.0,0.0,0.0
121611,1.0,16.0,5.0,4110.0,6.0,25.0,1.0,8.0,1.0,1.0,0.0,0.0,18700.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,202.0,118.0,0.0,0.0
121612,1.0,16.0,5.0,7750.0,6.0,55.0,1.0,8.0,1.0,1.0,1200.0,0.0,12000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,90.0,43.0,0.0,0.0
121613,1.0,21.0,5.0,4800.0,6.0,45.0,1.0,1.0,1.0,1.0,0.0,0.0,19500.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,90.0,49.0,0.0,0.0
121614,5.0,19.0,1.0,5550.0,26.0,45.0,1.0,1.0,1.0,1.0,0.0,0.0,65000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,87.0,40.0,0.0,0.0
121615,3.0,16.0,5.0,6200.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,84000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,74.0,31.0,0.0,0.0
121616,1.0,19.0,5.0,5510.0,6.0,20.0,1.0,8.0,1.0,2.0,1200.0,0.0,1100.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,70.0,27.0,0.0,1.0
121617,1.0,18.0,5.0,8640.0,6.0,24.0,1.0,8.0,1.0,1.0,1200.0,0.0,27500.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,71.0,31.0,0.0,0.0
121618,6.0,16.0,1.0,6240.0,303.0,24.0,1.0,8.0,1.0,1.0,1200.0,0.0,11000.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,91.0,43.0,0.0,0.0
121619,3.0,17.0,1.0,5120.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,40000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,72.0,31.0,0.0,1.0
121620,1.0,23.0,1.0,20.0,214.0,40.0,1.0,8.0,1.0,1.0,1260.0,0.0,140000.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,100.0,55.0,0.0,0.0
121621,6.0,20.0,3.0,8030.0,38.0,60.0,1.0,1.0,1.0,1.0,0.0,0.0,102000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,74.0,31.0,0.0,0.0
121622,1.0,17.0,3.0,4010.0,6.0,60.0,2.0,3.0,1.0,1.0,0.0,4.0,52000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,38.0,7.0,0.0,0.0
121623,6.0,19.0,5.0,4251.0,303.0,40.0,1.0,9.0,1.0,2.0,1200.0,0.0,10000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,79.0,31.0,0.0,0.0
121624,1.0,19.0,3.0,4720.0,6.0,15.0,2.0,1.0,1.0,1.0,0.0,4.0,16600.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,213.0,124.0,0.0,0.0
121625,3.0,21.0,3.0,5740.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,25000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,52.0,0.0,0.0
121626,1.0,19.0,5.0,4700.0,6.0,40.0,2.0,2.0,1.0,2.0,0.0,4.0,53000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,96.0,53.0,0.0,0.0
121627,7.0,21.0,1.0,2640.0,6.0,25.0,2.0,6.0,1.0,1.0,1350.0,1.0,20000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,157.0,97.0,0.0,0.0
121628,1.0,19.0,1.0,3640.0,6.0,30.0,2.0,1.0,1.0,1.0,0.0,4.0,23000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,52.0,0.0,0.0
121629,1.0,16.0,5.0,220.0,6.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,35000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,97.0,55.0,0.0,1.0
121630,1.0,21.0,5.0,5240.0,6.0,40.0,1.0,6.0,1.0,1.0,1960.0,0.0,47000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,88.0,43.0,0.0,0.0
121631,1.0,21.0,5.0,5400.0,6.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,10000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,178.0,106.0,0.0,0.0
121632,2.0,22.0,1.0,440.0,6.0,60.0,1.0,1.0,1.0,1.0,0.0,0.0,187000.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,115.0,67.0,0.0,0.0
121633,5.0,16.0,3.0,5560.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,61000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0
121634,5.0,16.0,1.0,5560.0,233.0,40.0,1.0,6.0,1.0,1.0,2920.0,0.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,147.0,91.0,0.0,0.0
121635,1.0,16.0,5.0,4020.0,6.0,16.0,1.0,6.0,1.0,1.0,0.0,0.0,1000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,178.0,109.0,0.0,0.0
121636,1.0,21.0,5.0,2840.0,6.0,40.0,2.0,2.0,3.0,1.0,0.0,4.0,121000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,69.0,19.0,0.0,1.0
121637,1.0,19.0,5.0,630.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,72000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,79.0,37.0,0.0,0.0
121638,1.0,9.0,1.0,9142.0,313.0,30.0,1.0,8.0,1.0,1.0,1200.0,0.0,28000.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,100.0,58.0,0.0,0.0
121639,2.0,16.0,3.0,4760.0,303.0,5.0,2.0,8.0,1.0,1.0,1200.0,2.0,1600.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,146.0,91.0,0.0,0.0
121640,1.0,21.0,5.0,800.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,98.0,52.0,0.0,0.0
121641,1.0,21.0,1.0,7130.0,6.0,50.0,1.0,9.0,1.0,1.0,0.0,0.0,180000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,72.0,31.0,0.0,0.0
121642,2.0,20.0,3.0,4720.0,38.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,80000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,94.0,52.0,0.0,0.0
121643,4.0,21.0,5.0,3602.0,6.0,10.0,2.0,6.0,1.0,1.0,1960.0,4.0,7800.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,170.0,103.0,0.0,0.0
121644,1.0,21.0,5.0,7700.0,6.0,50.0,1.0,6.0,1.0,1.0,0.0,0.0,55900.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,46.0,0.0,0.0
121645,1.0,19.0,5.0,5240.0,6.0,40.0,2.0,6.0,1.0,1.0,0.0,4.0,41020.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,58.0,10.0,0.0,0.0
121646,7.0,23.0,1.0,3090.0,303.0,32.0,1.0,9.0,1.0,1.0,1200.0,0.0,149000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,85.0,37.0,0.0,0.0
121647,7.0,23.0,1.0,3110.0,315.0,32.0,2.0,9.0,1.0,1.0,1200.0,4.0,92000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,85.0,37.0,0.0,0.0
121648,1.0,19.0,1.0,9005.0,6.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,110000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,82.0,40.0,0.0,0.0
121649,1.0,20.0,5.0,2770.0,6.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,150000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,31.0,0.0,0.0
121650,1.0,9.0,1.0,6050.0,303.0,60.0,1.0,9.0,1.0,2.0,1200.0,0.0,27000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,73.0,31.0,0.0,0.0
121651,7.0,11.0,1.0,7200.0,312.0,40.0,1.0,9.0,1.0,2.0,1200.0,0.0,31200.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,100.0,55.0,0.0,0.0
121652,1.0,16.0,5.0,4220.0,6.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,23700.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,146.0,92.0,0.0,0.0
121653,1.0,22.0,1.0,4540.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,126000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,95.0,52.0,0.0,0.0
121654,1.0,21.0,5.0,5240.0,6.0,40.0,2.0,9.0,1.0,1.0,0.0,4.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,158.0,97.0,0.0,0.0
121655,1.0,19.0,3.0,9130.0,362.0,48.0,2.0,9.0,1.0,2.0,1210.0,4.0,40000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,134.0,85.0,0.0,0.0
121656,1.0,16.0,1.0,4760.0,247.0,40.0,1.0,6.0,1.0,1.0,1960.0,0.0,49000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,93.0,49.0,0.0,1.0
121657,4.0,19.0,1.0,3649.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,91.0,49.0,0.0,0.0
121658,1.0,20.0,1.0,5940.0,233.0,4.0,1.0,6.0,1.0,1.0,2920.0,0.0,45000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,64.0,19.0,0.0,0.0
121659,5.0,16.0,1.0,9650.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,50000.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,94.0,46.0,0.0,0.0
121660,1.0,21.0,5.0,440.0,6.0,40.0,2.0,1.0,3.0,1.0,0.0,4.0,35000.0,2.0,0.0,2.0,4.0,8.0,2.0,0.0,88.0,43.0,0.0,0.0
121661,1.0,21.0,5.0,440.0,6.0,40.0,2.0,8.0,1.0,2.0,1200.0,4.0,23800.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,104.0,61.0,0.0,0.0
121662,1.0,21.0,1.0,800.0,233.0,40.0,2.0,6.0,1.0,1.0,2920.0,4.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
121663,1.0,16.0,5.0,5240.0,6.0,60.0,1.0,1.0,1.0,1.0,0.0,0.0,25000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,58.0,16.0,0.0,0.0
121664,1.0,22.0,5.0,1006.0,210.0,40.0,1.0,6.0,1.0,1.0,0.0,0.0,75000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,115.0,73.0,0.0,0.0
121665,6.0,16.0,1.0,10.0,303.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,95000.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,76.0,19.0,0.0,0.0
121666,1.0,21.0,1.0,3255.0,210.0,32.0,1.0,6.0,1.0,1.0,1350.0,0.0,153900.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,76.0,31.0,0.0,0.0
121667,1.0,19.0,5.0,7420.0,48.0,40.0,1.0,8.0,3.0,1.0,1200.0,0.0,45000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,86.0,43.0,0.0,0.0
121668,2.0,21.0,3.0,3500.0,6.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,60000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,90.0,47.0,0.0,0.0
121669,2.0,19.0,1.0,2752.0,6.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,38000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,55.0,0.0,0.0
121670,1.0,15.0,5.0,4020.0,303.0,24.0,2.0,9.0,1.0,1.0,1200.0,4.0,21200.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,115.0,73.0,0.0,0.0
121671,3.0,23.0,1.0,2310.0,163.0,45.0,2.0,1.0,1.0,1.0,1250.0,2.0,60000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,100.0,55.0,0.0,1.0
121672,1.0,19.0,5.0,4140.0,6.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,12000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,90.0,49.0,0.0,0.0
121673,6.0,16.0,5.0,4220.0,6.0,2.0,2.0,8.0,1.0,1.0,0.0,4.0,16600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,151.0,94.0,0.0,0.0
121674,1.0,20.0,5.0,4760.0,6.0,55.0,1.0,1.0,1.0,1.0,0.0,0.0,120000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,100.0,55.0,0.0,0.0
121675,6.0,1.0,5.0,6442.0,303.0,30.0,1.0,8.0,1.0,2.0,1200.0,0.0,8800.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,30.0,3.0,0.0,0.0
121676,2.0,12.0,3.0,4230.0,303.0,8.0,2.0,8.0,1.0,2.0,1200.0,4.0,8800.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,130.0,67.0,0.0,0.0
121677,1.0,1.0,5.0,6600.0,303.0,40.0,1.0,8.0,1.0,2.0,0.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,100.0,55.0,0.0,0.0
121678,1.0,24.0,5.0,5740.0,6.0,40.0,2.0,8.0,1.0,2.0,0.0,4.0,50000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,98.0,55.0,0.0,1.0
121679,1.0,15.0,1.0,9645.0,303.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,36000.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,221.0,128.0,0.0,0.0
121680,1.0,17.0,1.0,20.0,216.0,50.0,1.0,1.0,1.0,2.0,4500.0,0.0,101000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,105.0,61.0,0.0,1.0
121681,1.0,21.0,5.0,4030.0,6.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,86.0,43.0,0.0,0.0
121682,1.0,16.0,3.0,7750.0,6.0,40.0,1.0,1.0,1.0,2.0,0.0,0.0,33000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,103.0,55.0,0.0,0.0
121683,7.0,21.0,1.0,220.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,591000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,108.0,67.0,0.0,0.0
121684,3.0,22.0,1.0,2310.0,26.0,50.0,2.0,1.0,1.0,1.0,0.0,4.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,82.0,37.0,0.0,0.0
121685,1.0,1.0,1.0,6441.0,303.0,48.0,1.0,8.0,1.0,1.0,1200.0,0.0,6900.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,86.0,43.0,0.0,0.0
121686,1.0,1.0,5.0,9620.0,6.0,36.0,2.0,8.0,1.0,1.0,0.0,1.0,10000.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,151.0,94.0,0.0,0.0
121687,2.0,17.0,5.0,4220.0,6.0,20.0,1.0,8.0,1.0,1.0,0.0,0.0,26000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,178.0,109.0,0.0,0.0
121688,1.0,19.0,5.0,4720.0,55.0,30.0,2.0,1.0,1.0,2.0,0.0,4.0,28200.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,144.0,91.0,0.0,0.0
121689,1.0,1.0,4.0,8300.0,312.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,38000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,175.0,106.0,0.0,0.0
121690,2.0,19.0,1.0,2001.0,6.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,58000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,58.0,13.0,0.0,0.0
121691,1.0,21.0,5.0,2360.0,11.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,34160.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,37.0,0.0,0.0
121692,1.0,16.0,1.0,9130.0,6.0,40.0,1.0,8.0,1.0,1.0,0.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,95.0,55.0,0.0,0.0
121693,1.0,19.0,4.0,9130.0,6.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,16600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,79.0,34.0,0.0,0.0
121694,1.0,19.0,3.0,2014.0,6.0,40.0,2.0,2.0,1.0,1.0,0.0,1.0,44600.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,85.0,43.0,0.0,0.0
121695,1.0,21.0,5.0,1460.0,6.0,40.0,1.0,8.0,1.0,1.0,0.0,0.0,40000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,106.0,64.0,0.0,0.0
121696,1.0,19.0,5.0,4110.0,228.0,40.0,2.0,6.0,3.0,1.0,1690.0,4.0,24000.0,2.0,0.0,2.0,4.0,6.0,2.0,1.0,126.0,82.0,0.0,0.0
121697,1.0,5.0,1.0,6050.0,303.0,40.0,1.0,1.0,3.0,1.0,1200.0,0.0,52000.0,1.0,0.0,2.0,4.0,6.0,0.0,2.0,66.0,19.0,0.0,1.0
121698,1.0,19.0,5.0,7700.0,312.0,64.0,1.0,9.0,1.0,1.0,1200.0,0.0,75000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,249.0,136.0,0.0,0.0
121699,1.0,15.0,1.0,3930.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,17800.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,82.0,37.0,0.0,0.0
121700,3.0,22.0,1.0,2320.0,18.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,37100.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,109.0,61.0,0.0,0.0
121701,1.0,21.0,1.0,5000.0,4.0,45.0,2.0,1.0,1.0,1.0,0.0,4.0,75000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,100.0,58.0,0.0,0.0
121702,3.0,16.0,1.0,6260.0,41.0,40.0,1.0,3.0,1.0,1.0,0.0,0.0,19000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,77.0,37.0,0.0,0.0
121703,3.0,19.0,1.0,410.0,6.0,40.0,2.0,3.0,1.0,1.0,0.0,4.0,75000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,89.0,49.0,0.0,0.0
